trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.7, 'e': 1.0}",20,0,-141.25123509322782,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
2,False,"{'a': 0.7, 'e': 0.25}",20,0,-131.33515343115567,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
3,False,"{'a': 0.7, 'e': 0.1111111111111111}",20,0,4.7844123392643425,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
4,False,"{'a': 0.7, 'e': 0.0625}",20,0,-151.95468099601365,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 4}",0
5,False,"{'a': 0.7, 'e': 0.04}",25,11,-52.938049327776525,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
6,False,"{'a': 0.7, 'e': 0.027777777777777776}",20,12,13.133813326843116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,False,"{'a': 0.7, 'e': 0.02040816326530612}",30,1,-7.762013878093249,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
8,False,"{'a': 0.7, 'e': 0.015625}",25,2,-27.719686034386527,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
9,False,"{'a': 0.7, 'e': 0.012345679012345678}",35,0,-64.4203467561398,"{0: 30, 1: 0, 2: 3, 3: 0, 4: 2}",0
10,False,"{'a': 0.7, 'e': 0.01}",25,5,-11.917847092350023,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
11,False,"{'a': 0.7, 'e': 0.008264462809917356}",30,16,18.20968847516164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,False,"{'a': 0.7, 'e': 0.006944444444444444}",20,0,18.412980303249483,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
13,False,"{'a': 0.7, 'e': 0.005917159763313609}",30,13,-13.545202549198182,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
14,False,"{'a': 0.7, 'e': 0.00510204081632653}",20,11,18.69021994770697,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.7, 'e': 0.0044444444444444444}",20,0,5.810265538558954,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
