trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.8775825618903728}",30,0,-206.55601168454038,"{0: 17, 1: 1, 2: 8, 3: 1, 4: 3}",0
2,False,"{'a': 0.1, 'e': 0.8525245220595057}",25,0,-83.44685562842481,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
3,False,"{'a': 0.1, 'e': 0.8253356149096782}",20,13,-17.21831662682163,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
4,False,"{'a': 0.1, 'e': 0.7960837985490558}",20,0,-80.90156927397766,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
5,False,"{'a': 0.1, 'e': 0.7648421872844883}",25,0,-148.23512842411844,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
6,False,"{'a': 0.1, 'e': 0.7316888688738208}",20,0,-151.57083057388814,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
7,False,"{'a': 0.1, 'e': 0.6967067093471653}",30,0,-212.43547927790675,"{0: 16, 1: 3, 2: 6, 3: 2, 4: 3}",0
8,False,"{'a': 0.1, 'e': 0.659983145884982}",30,2,-24.07956330976461,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 1}",1
9,False,"{'a': 0.1, 'e': 0.6216099682706642}",25,9,-11.855472997975353,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
10,False,"{'a': 0.1, 'e': 0.5816830894638833}",35,0,-160.2729127607339,"{0: 24, 1: 0, 2: 6, 3: 4, 4: 1}",0
11,False,"{'a': 0.1, 'e': 0.5403023058681394}",35,0,-82.14271954481318,"{0: 28, 1: 0, 2: 5, 3: 1, 4: 1}",0
12,False,"{'a': 0.1, 'e': 0.4975710478917266}",25,0,16.459916412492266,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
13,False,"{'a': 0.1, 'e': 0.4535961214255769}",25,14,6.067107902264725,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
14,False,"{'a': 0.1, 'e': 0.4084874408841568}",20,0,-95.79274614609652,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
15,False,"{'a': 0.1, 'e': 0.362357754476673}",20,0,-37.82287888034234,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
16,False,"{'a': 0.1, 'e': 0.315322362395268}",20,0,-89.25758794553808,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
17,False,"{'a': 0.1, 'e': 0.26749882862458674}",20,0,-0.7092852967691484,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
18,False,"{'a': 0.1, 'e': 0.21900668709304083}",35,12,-74.82113369350338,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 2}",1
19,False,"{'a': 0.1, 'e': 0.16996714290024015}",20,10,-15.737841683456042,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
20,False,"{'a': 0.1, 'e': 0.12050276936736573}",20,9,7.59060196263458,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.1, 'e': 0.07073720166770202}",25,16,16.941615439167172,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.1, 'e': 0.020794827803091543}",25,9,4.095032640375746,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
23,False,"{'a': 0.1, 'e': -0.0291995223012897}",20,12,2.728394856957207,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,9,20.334242713139208,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,15,19.985341055863344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,19,23.97208221529339,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,15,29.838579336455403,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,0,33.0087945497045,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",20,7,26.00878841354009,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,0,28.086989755940337,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",25,13,5.6110494167518405,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,15,-28.732870882607305,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
10,True,"{'a': 0, 'e': 0}",20,11,17.617229386207494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
